Date,MMWR_week,Location,ShortName,LongName,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Census2019,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Ratio_Admin_Dist,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,Administered_Dose1_Per_100K,Administered_Dose2_Per_100K,Administered_Dose_Other_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus
2021-01-11,2,FL,FLA,Florida,1661675,633440,7737,2949,21477737,330409,302916,115,0.381,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,FL,FLA,Florida,1676300,633440,7805,2949,21477737,330409,302916,115,0.378,586741,41725,4974,2732,194,23,,,,,,,,,,,,,,
2021-01-13,2,FL,FLA,Florida,1680200,705398,7823,3284,21477737,365599,339622,177,0.42,647330,52969,5099,3014,247,24,,,,,,,,,,,,,,
2021-01-14,,FL,FLA,Florida,1970875,774485,9176,3606,21477737,,,,,709002,63802,,3301,297,,,,,,,,,,,,,,,
2021-01-15,,FL,FLA,Florida,2069175,853081,9634,3972,21477737,,,,,776430,74776,,3615,348,,,,,,,,,,,,,,,
2021-01-19,,FL,FLA,Florida,2069175,1174685,9634,5469,21477737,,,,,1068787,103173,,4976,480,,,,,,,,,,,,,,,
2021-01-20,,FL,FLA,Florida,2545050,1239975,11850,5773,21477737,,,,,1125338,111763,,5240,520,,,,,,,,,,,,,,,
2021-01-21,,FL,FLA,Florida,2546050,1239975,11854,5773,21477737,,,,,1125338,111763,,5240,520,,,,,,,,,,,,,,,
2021-01-22,,FL,FLA,Florida,2616250,1314377,12181,6120,21477737,,,,,1186719,124582,,5525,580,,,,,,,,,,,,,,,
2021-01-23,,FL,FLA,Florida,2908275,1489003,13541,6933,21477737,,,,,1333116,152209,,6207,709,,,,,,,,,,,,,,,
2021-01-24,,FL,FLA,Florida,2908275,1544794,13541,7193,21477737,,,,,1384479,156226,,6446,727,,,,,,,,,,,,,,,
2021-01-25,,FL,FLA,Florida,2908275,1544794,13541,7193,21477737,,,,,1384407,156298,,6446,728,,,,,,,,,,,,,,,
2021-01-26,,FL,FLA,Florida,3095350,1575490,14412,7335,21477737,,,,,1412466,158886,,6576,740,,,,,,,,,,,,,,,
2021-01-27,,FL,FLA,Florida,3095850,1632491,14414,7601,21477737,,,,,1451507,176671,,6758,823,,,,,,,,,,,,,,,
2021-01-28,,FL,FLA,Florida,3095850,1707251,14414,7949,21477737,,,,,1497903,204623,,6974,953,,6.97,0.95,,,,,,,,,,,,
2021-01-29,,FL,FLA,Florida,3220350,1796246,14994,8363,21477737,,,,,1554179,236834,,7236,1103,,7.24,1.1,,,,,,,,,,,,
2021-01-30,,FL,FLA,Florida,3396350,1890198,15813,8801,21477737,,,,,1610425,274211,,7498,1277,,7.5,1.28,,,,,,,,,,,,
2021-01-31,,FL,FLA,Florida,3396350,1959626,15813,9124,21477737,,,,,1656005,297584,,7710,1386,,7.71,1.39,,,,,,,,,,,,
2021-02-01,,FL,FLA,Florida,3396350,2005378,15813,9337,21477737,,,,,1683674,315392,,7839,1468,,7.84,1.47,,,,,,,,,,,,
2021-02-02,,FL,FLA,Florida,3657775,2048143,17031,9536,21477737,,,,,1712327,329176,,7973,1533,,8,1.5,,,,,,,,,,,,
2021-02-03,,FL,FLA,Florida,3658975,2133168,17036,9932,21477737,,,,,1752699,373238,,8161,1738,,8.2,1.7,,,,,,,,,,,,
2021-02-04,,FL,FLA,Florida,3658975,2223754,17036,10354,21477737,,,,,1793625,422482,,8351,1967,,8.4,2,,,,,,,,,,,,
2021-02-05,,FL,FLA,Florida,3791925,2260744,17655,10526,21477737,,,,,1812723,440172,,8440,2049,,8.4,2,,,,,,,,,,,,
2021-02-06,,FL,FLA,Florida,3791925,2385839,17655,11108,21477737,,,,,1865090,512064,,8684,2384,,8.7,2.4,,,,,,,,,,,,
2021-02-07,,FL,FLA,Florida,3791925,2607527,17655,12141,21477737,,,,,1965590,629556,,9152,2931,,9.2,2.9,,,,,,,,,,,,
2021-02-08,,FL,FLA,Florida,3791925,2607527,17655,12141,21477737,,,,,1965590,629556,,9152,2931,,9.2,2.9,,,,,,,,,,,,
2021-02-09,,FL,FLA,Florida,4217275,2731300,19636,12717,21477737,,,,,2023419,694637,,9421,3234,,9.4,3.2,,,,,,,,,,,,
2021-02-10,,FL,FLA,Florida,4258875,2835535,19829,13202,21477737,,,,,2064585,756678,,9613,3523,,9.6,3.5,,,,,,,,,,,,
2021-02-11,,FL,FLA,Florida,4318675,2957730,20108,13771,21477737,,,,,2118750,823514,,9865,3834,,9.7,3.8,,,,,,,,,,,,
2021-02-12,,FL,FLA,Florida,4332100,3216044,20170,14974,21477737,,,,,2235645,962465,,10409,4481,,10.2,4.4,,,,,,,,,,,,
2021-02-13,,FL,FLA,Florida,4441375,3351430,20679,15604,21477737,,,,,2304435,1028266,,10729,4788,,10.5,4.7,,,,,,,,,,,,
2021-02-14,,FL,FLA,Florida,4514300,3467856,21019,16146,21477737,,,,,2366552,1082096,,11019,5038,,10.8,5,,,,,,,,,,,,
2021-02-16,,FL,FLA,Florida,4597575,3598996,21406,16757,21477737,,,,,2441429,1134793,,11367,5284,,11.2,5.2,,,,,,,,,,,,
2021-02-17,,FL,FLA,Florida,4699950,3702569,21883,17239,21477737,,,,,2498089,1180757,,11631,5498,,11.4,5.4,,,,,,,,,,,,
2021-02-18,,FL,FLA,Florida,4700950,3819224,21888,17782,21477737,,,,,2562863,1231696,,11933,5735,,11.7,5.7,,,,,,,,,,,,
2021-02-19,,FL,FLA,Florida,4971575,4198451,23148,19548,21477737,,,,,2793123,1378573,,13005,6419,,12.8,6.3,,,,,,,,,,,,
2021-02-20,,FL,FLA,Florida,5120975,4205898,23843,19583,21477737,,,,,2796210,1382923,,13019,6439,,12.8,6.3,,,,,,,,,,,,
2021-02-21,,FL,FLA,Florida,5120975,4387051,23843,20426,21477737,,,,,2877011,1481148,,13395,6896,,13.1,6.8,,,,,,,,,,,,
2021-02-22,,FL,FLA,Florida,5120975,4390626,23843,20443,21477737,,,,,2879026,1482708,,13405,6903,,13.1,6.8,Report,4313928,2824219,1460844,2821232,1460522,16.4,8.5,17247808,29691,4387254,25437
2021-02-23,,FL,FLA,Florida,5483265,4406005,25530,20514,21477737,,,,,2884231,1492758,,13429,6950,,13.2,6.8,Report,4329231,2829480,1470763,2826493,1470441,16.4,8.5,17247808,31791,4402633,25526
2021-02-24,,FL,FLA,Florida,5997365,4502702,27924,20965,21477737,,,,,2936823,1535864,,13674,7151,,13.4,7,Report,4424788,2881733,1513077,2878730,1512755,16.7,8.8,17247808,34772,4499315,26086
2021-02-25,,FL,FLA,Florida,6013185,4605201,27997,21442,21477737,,,,,2983316,1590721,,13890,7406,,13.6,7.3,Report,4526282,2927858,1567301,2924839,1566975,17,9.1,17247808,34863,4601794,26680
2021-02-26,,FL,FLA,Florida,6083555,4704530,28325,21904,21477737,,,,,3032041,1640330,,14117,7637,,13.9,7.5,Report,4624607,2976245,1616247,2973207,1615917,17.2,9.4,17247808,35271,4701100,27256
2021-02-27,,FL,FLA,Florida,6313255,4822353,29394,22453,21477737,,,,,3095704,1693485,,14414,7885,,14.1,7.8,Report,4740684,3039028,1668541,3035967,1668211,17.6,9.7,17247808,36603,4818899,27939
2021-02-28,,FL,FLA,Florida,6313355,5044420,29395,23487,21477737,,,,,3222786,1787164,,15005,8321,,14.7,8.2,Report,4958700,3163425,1760865,3160329,1760528,18.3,10.2,17247808,36604,5040923,29226
2021-03-01,,FL,FLA,Florida,6313355,5047960,29395,23503,21477737,,,,,3225973,1787511,,15020,8323,,14.7,8.2,Report,4962701,3166839,1761444,3163741,1761107,18.3,10.2,17247808,36604,5044463,29247
2021-03-02,,FL,FLA,Florida,6744275,5077891,31401,23643,21477737,,,,,3243667,1799607,,15102,8379,,14.8,8.3,Report,4992090,3184067,1773464,3180964,1773127,18.4,10.3,17247808,39102,5074389,29420
2021-03-03,,FL,FLA,Florida,7112075,5167346,33114,24059,21477737,,,,,3297947,1833883,,15355,8539,,15.1,8.4,Report,5080091,3237174,1807459,3234044,1807121,18.8,10.5,17247808,41235,5163817,29939
2021-03-04,,FL,FLA,Florida,7200465,5314200,33525,24743,21477737,,,,,3391582,1886028,,15791,8781,,15.5,8.7,Report,5224327,3328742,1859056,3325571,1858711,19.3,10.8,17247808,41747,5310623,30790
2021-03-05,,FL,FLA,Florida,7524815,5448653,35035,25369,21477737,,,,,3480937,1929985,,16207,8986,,15.9,8.9,Report,5356486,3416396,1902438,3413204,1902093,19.8,11,17247808,43628,5445056,31570
2021-03-06,,FL,FLA,Florida,7771315,5688357,36183,26485,21477737,,,,,3641725,2006907,,16956,9344,,16.6,9.2,Report,5592204,3574315,1978276,3571061,1977915,20.7,11.5,17247808,45057,5684682,32959
2021-03-07,,FL,FLA,Florida,7771315,5900450,36183,27472,21477737,,,,,3784364,2074589,,17620,9659,,17.3,9.5,Report,5800819,3714407,2045028,3711091,2044660,21.5,11.9,17247808,45057,5896705,34188
2020-12-30,52,FM,FMA,Federated States of Micronesia,1600,0,1544,0,103643,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,FM,FMA,Federated States of Micronesia,1600,10,1544,10,103643,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,FM,FMA,Federated States of Micronesia,1600,10,1544,10,103643,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,FM,FMA,Federated States of Micronesia,9800,30,9456,29,103643,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,FM,FMA,Federated States of Micronesia,9800,30,9456,29,103643,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,FM,FMA,Federated States of Micronesia,9800,100,9456,96,103643,100,0,0,0.01,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,FM,FMA,Federated States of Micronesia,9800,197,9456,190,103643,197,0,0,0.02,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,FM,FMA,Federated States of Micronesia,9800,305,9456,294,103643,305,0,0,0.031,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,FM,FMA,Federated States of Micronesia,9800,424,9456,409,103643,424,0,0,0.043,414,0,10,399,0,10,,,,,,,,,,,,,,
2021-01-13,2,FM,FMA,Federated States of Micronesia,9800,565,9456,545,103643,565,0,0,0.058,555,0,10,535,0,10,,,,,,,,,,,,,,
2021-01-14,,FM,FMA,Federated States of Micronesia,9800,605,9456,584,103643,,,,,604,1,,583,1,,,,,,,,,,,,,,,
2021-01-15,,FM,FMA,Federated States of Micronesia,9800,694,9456,670,103643,,,,,692,2,,668,2,,,,,,,,,,,,,,,
2021-01-19,,FM,FMA,Federated States of Micronesia,9800,1436,9456,1386,103643,,,,,1434,2,,1384,2,,,,,,,,,,,,,,,
2021-01-20,,FM,FMA,Federated States of Micronesia,9800,1756,9456,1694,103643,,,,,1753,3,,1691,3,,,,,,,,,,,,,,,
2021-01-21,,FM,FMA,Federated States of Micronesia,9800,2087,9456,2014,103643,,,,,2084,3,,2011,3,,,,,,,,,,,,,,,
2021-01-22,,FM,FMA,Federated States of Micronesia,9800,2514,9456,2426,103643,,,,,2511,3,,2423,3,,,,,,,,,,,,,,,
2021-01-23,,FM,FMA,Federated States of Micronesia,13600,2752,13122,2655,103643,,,,,2749,3,,2652,3,,,,,,,,,,,,,,,
2021-01-24,,FM,FMA,Federated States of Micronesia,13600,2752,13122,2655,103643,,,,,2749,3,,2652,3,,,,,,,,,,,,,,,
2021-01-25,,FM,FMA,Federated States of Micronesia,19400,2758,18718,2661,103643,,,,,2755,3,,2658,3,,,,,,,,,,,,,,,
2021-01-26,,FM,FMA,Federated States of Micronesia,19400,2977,18718,2872,103643,,,,,2973,4,,2869,4,,,,,,,,,,,,,,,
2021-01-27,,FM,FMA,Federated States of Micronesia,19400,3241,18718,3127,103643,,,,,3210,4,,3097,4,,,,,,,,,,,,,,,
2021-01-28,,FM,FMA,Federated States of Micronesia,19400,3502,18718,3379,103643,,,,,3471,4,,3349,4,,3.35,0,,,,,,,,,,,,
2021-01-29,,FM,FMA,Federated States of Micronesia,19400,3965,18718,3826,103643,,,,,3933,5,,3795,5,,3.79,0,,,,,,,,,,,,
2021-01-30,,FM,FMA,Federated States of Micronesia,19400,3965,18718,3826,103643,,,,,3933,5,,3795,5,,3.79,0,,,,,,,,,,,,
2021-01-31,,FM,FMA,Federated States of Micronesia,19400,3965,18718,3826,103643,,,,,3933,5,,3795,5,,3.79,0,,,,,,,,,,,,
2021-02-01,,FM,FMA,Federated States of Micronesia,19400,5110,18718,4930,103643,,,,,5068,15,,4890,14,,4.89,0.01,,,,,,,,,,,,
2021-02-02,,FM,FMA,Federated States of Micronesia,19400,5726,18718,5525,103643,,,,,5683,16,,5483,15,,5.5,0,,,,,,,,,,,,
2021-02-03,,FM,FMA,Federated States of Micronesia,19400,6254,18718,6034,103643,,,,,6210,17,,5992,16,,6,0,,,,,,,,,,,,
2021-02-04,,FM,FMA,Federated States of Micronesia,21900,6699,21130,6464,103643,,,,,6646,26,,6412,25,,6.4,0,,,,,,,,,,,,
2021-02-05,,FM,FMA,Federated States of Micronesia,21900,7005,21130,6759,103643,,,,,6943,35,,6699,34,,6.7,0,,,,,,,,,,,,
2021-02-06,,FM,FMA,Federated States of Micronesia,21900,7335,21130,7077,103643,,,,,7230,78,,6976,75,,7,0.1,,,,,,,,,,,,
2021-02-07,,FM,FMA,Federated States of Micronesia,21900,7415,21130,7154,103643,,,,,7309,79,,7052,76,,7.1,0.1,,,,,,,,,,,,
2021-02-08,,FM,FMA,Federated States of Micronesia,21900,7449,21130,7187,103643,,,,,7310,112,,7053,108,,7.1,0.1,,,,,,,,,,,,
2021-02-09,,FM,FMA,Federated States of Micronesia,30000,7725,28946,7453,103643,,,,,7550,148,,7285,143,,7.3,0.1,,,,,,,,,,,,
2021-02-10,,FM,FMA,Federated States of Micronesia,30000,8017,28946,7735,103643,,,,,7744,246,,7472,237,,7.5,0.2,,,,,,,,,,,,
2021-02-11,,FM,FMA,Federated States of Micronesia,30000,8365,28946,8071,103643,,,,,7991,346,,7710,334,,7.8,0.3,,,,,,,,,,,,
2021-02-12,,FM,FMA,Federated States of Micronesia,30000,8751,28946,8443,103643,,,,,8270,453,,7979,437,,8.1,0.5,,,,,,,,,,,,
2021-02-13,,FM,FMA,Federated States of Micronesia,30000,9230,28946,8906,103643,,,,,8434,767,,8138,740,,8.2,0.8,,,,,,,,,,,,
2021-02-14,,FM,FMA,Federated States of Micronesia,30000,9415,28946,9084,103643,,,,,8495,886,,8196,855,,8.3,0.9,,,,,,,,,,,,
2021-02-16,,FM,FMA,Federated States of Micronesia,30000,9980,28946,9629,103643,,,,,8825,1121,,8515,1082,,8.6,1.1,,,,,,,,,,,,
2021-02-17,,FM,FMA,Federated States of Micronesia,30000,10603,28946,10230,103643,,,,,9118,1449,,8798,1398,,8.9,1.4,,,,,,,,,,,,
2021-02-18,,FM,FMA,Federated States of Micronesia,30000,11119,28946,10728,103643,,,,,9321,1761,,8993,1699,,9.1,1.7,,,,,,,,,,,,
2021-02-19,,FM,FMA,Federated States of Micronesia,30000,11590,28946,11183,103643,,,,,9468,2070,,9135,1997,,9.2,2,,,,,,,,,,,,
2021-02-20,,FM,FMA,Federated States of Micronesia,30000,11590,28946,11183,103643,,,,,9468,2070,,9135,1997,,9.2,2,,,,,,,,,,,,
2021-02-21,,FM,FMA,Federated States of Micronesia,30000,12196,28946,11767,103643,,,,,9715,2425,,9374,2340,,9.5,2.4,,,,,,,,,,,,
2021-02-22,,FM,FMA,Federated States of Micronesia,30000,12196,28946,11767,103643,,,,,9715,2425,,9374,2340,,9.5,2.4,Report,12332,9820,2454,9816,2454,12.1,3,80842,37109,12192,15081
2021-02-23,,FM,FMA,Federated States of Micronesia,30000,12196,28946,11767,103643,,,,,9715,2425,,9374,2340,,9.5,2.4,Report,12333,9821,2454,9817,2454,12.1,3,80842,37109,12192,15081
2021-02-24,,FM,FMA,Federated States of Micronesia,30000,12999,28946,12542,103643,,,,,10053,2844,,9700,2744,,9.8,2.8,Report,13136,10159,2873,10155,2873,12.6,3.6,80842,37109,12995,16075
2021-02-25,,FM,FMA,Federated States of Micronesia,30000,13320,28946,12852,103643,,,,,10200,3018,,9841,2912,,9.9,2.9,Report,13457,10306,3047,10302,3047,12.7,3.8,80842,37109,13316,16472
2021-02-26,,FM,FMA,Federated States of Micronesia,30000,13819,28946,13333,103643,,,,,10306,3411,,9944,3291,,10,3.3,Report,13959,10414,3441,10410,3441,12.9,4.3,80842,37109,13815,17089
2021-02-27,,FM,FMA,Federated States of Micronesia,30000,14317,28946,13814,103643,,,,,10489,3726,,10120,3595,,10.2,3.6,Report,14460,10599,3757,10595,3757,13.1,4.6,80842,37109,14313,17705
2021-02-28,,FM,FMA,Federated States of Micronesia,30000,14715,28946,14198,103643,,,,,10509,4103,,10140,3959,,10.2,4,Report,14858,10619,4134,10615,4134,13.1,5.1,80842,37109,14711,18197
2021-03-01,,FM,FMA,Federated States of Micronesia,30000,15022,28946,14494,103643,,,,,10516,4403,,10146,4248,,10.3,4.3,Report,15167,10628,4434,10624,4434,13.1,5.5,80842,37109,15018,18577
2021-03-02,,FM,FMA,Federated States of Micronesia,30000,15705,28946,15153,103643,,,,,10679,4921,,10304,4748,,10.4,4.8,Report,15850,10791,4952,10787,4952,13.3,6.1,80842,37109,15701,19422
2021-03-03,,FM,FMA,Federated States of Micronesia,30000,16189,28946,15620,103643,,,,,10767,5317,,10389,5130,,10.5,5.2,Report,16334,10879,5348,10875,5348,13.5,6.6,80842,37109,16185,20021
2021-03-04,,FM,FMA,Federated States of Micronesia,34000,16578,32805,15995,103643,,,,,10815,5658,,10435,5459,,10.5,5.5,Report,16724,10928,5689,10924,5689,13.5,7,80842,42057,16574,20502
2021-03-05,,FM,FMA,Federated States of Micronesia,34000,17098,32805,16497,103643,,,,,11014,5979,,10627,5769,,10.7,5.8,Report,17245,11128,6010,11124,6010,13.8,7.4,80842,42057,17094,21145
2021-03-06,,FM,FMA,Federated States of Micronesia,34000,17624,32805,17005,103643,,,,,11175,6343,,10782,6120,,10.9,6.1,Report,17772,11290,6374,11286,6374,14,7.9,80842,42057,17620,21796
2021-03-07,,FM,FMA,Federated States of Micronesia,41900,17745,40427,17121,103643,,,,,11244,6394,,10849,6169,,11,6.2,Report,17894,11360,6425,11356,6425,14,7.9,80842,51829,17741,21945
2020-12-30,52,GA,GAA,Georgia,376325,50980,3544,480,10617423,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,GA,GAA,Georgia,445550,75157,4196,708,10617423,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,GA,GAA,Georgia,483650,75157,4555,708,10617423,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,GA,GAA,Georgia,493625,80459,4649,758,10617423,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,GA,GAA,Georgia,514925,89695,4850,845,10617423,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,GA,GAA,Georgia,619250,103793,5832,978,10617423,35883,67885,25,0.168,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,GA,GAA,Georgia,687425,119118,6474,1122,10617423,44572,74517,29,0.173,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,GA,GAA,Georgia,770625,142909,7258,1346,10617423,54357,88521,31,0.185,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,GA,GAA,Georgia,960975,170571,9051,1607,10617423,67103,103429,39,0.177,85110,7746,77715,802,73,732,,,,,,,,,,,,,,
2021-01-13,2,GA,GAA,Georgia,1003975,198756,9456,1872,10617423,83954,114761,41,0.198,86105,8937,103714,811,84,977,,,,,,,,,,,,,,
2021-01-14,,GA,GAA,Georgia,1010900,231305,9521,2179,10617423,,,,,204301,22324,,1924,210,,,,,,,,,,,,,,,
2021-01-15,,GA,GAA,Georgia,1011200,231305,9524,2179,10617423,,,,,204301,22324,,1924,210,,,,,,,,,,,,,,,
2021-01-19,,GA,GAA,Georgia,1011200,312336,9524,2942,10617423,,,,,278151,28907,,2620,272,,,,,,,,,,,,,,,
2021-01-20,,GA,GAA,Georgia,1077375,397048,10147,3740,10617423,,,,,356010,35029,,3353,330,,,,,,,,,,,,,,,
2021-01-21,,GA,GAA,Georgia,1162275,453862,10947,4275,10617423,,,,,407000,39972,,3833,376,,,,,,,,,,,,,,,
2021-01-22,,GA,GAA,Georgia,1235375,603486,11635,5684,10617423,,,,,533665,59925,,5026,564,,,,,,,,,,,,,,,
2021-01-23,,GA,GAA,Georgia,1235775,604067,11639,5689,10617423,,,,,534161,59965,,5031,565,,,,,,,,,,,,,,,
2021-01-24,,GA,GAA,Georgia,1235775,604067,11639,5689,10617423,,,,,534161,59965,,5031,565,,,,,,,,,,,,,,,
2021-01-25,,GA,GAA,Georgia,1235775,604067,11639,5689,10617423,,,,,534161,59965,,5031,565,,,,,,,,,,,,,,,
2021-01-26,,GA,GAA,Georgia,1309850,668589,12337,6297,10617423,,,,,591385,64989,,5570,612,,,,,,,,,,,,,,,
2021-01-27,,GA,GAA,Georgia,1412450,712866,13303,6714,10617423,,,,,622905,75360,,5867,710,,,,,,,,,,,,,,,
2021-01-28,,GA,GAA,Georgia,1441025,764211,13572,7198,10617423,,,,,659212,89305,,6209,841,,6.21,0.84,,,,,,,,,,,,
2021-01-29,,GA,GAA,Georgia,1448825,810291,13646,7632,10617423,,,,,693085,99941,,6528,941,,6.53,0.94,,,,,,,,,,,,
2021-01-30,,GA,GAA,Georgia,1449800,856746,13655,8069,10617423,,,,,729117,109311,,6867,1030,,6.87,1.03,,,,,,,,,,,,
2021-01-31,,GA,GAA,Georgia,1449800,906186,13655,8535,10617423,,,,,766875,119878,,7223,1129,,7.22,1.13,,,,,,,,,,,,
2021-02-01,,GA,GAA,Georgia,1449800,930517,13655,8764,10617423,,,,,785487,125548,,7398,1182,,7.4,1.18,,,,,,,,,,,,
2021-02-02,,GA,GAA,Georgia,1557175,940066,14666,8854,10617423,,,,,790354,129885,,7444,1223,,7.4,1.2,,,,,,,,,,,,
2021-02-03,,GA,GAA,Georgia,1638700,975038,15434,9183,10617423,,,,,813214,140900,,7659,1327,,7.7,1.3,,,,,,,,,,,,
2021-02-04,,GA,GAA,Georgia,1686125,1008040,15881,9494,10617423,,,,,834091,152626,,7856,1438,,7.9,1.4,,,,,,,,,,,,
2021-02-05,,GA,GAA,Georgia,1688075,1051622,15899,9905,10617423,,,,,860543,169163,,8105,1593,,8.1,1.6,,,,,,,,,,,,
2021-02-06,,GA,GAA,Georgia,1688075,1098863,15899,10350,10617423,,,,,887597,188736,,8360,1778,,8.4,1.8,,,,,,,,,,,,
2021-02-07,,GA,GAA,Georgia,1688075,1146024,15899,10794,10617423,,,,,912189,210237,,8591,1980,,8.6,2,,,,,,,,,,,,
2021-02-08,,GA,GAA,Georgia,1688075,1167738,15899,10998,10617423,,,,,923282,219840,,8696,2071,,8.7,2.1,,,,,,,,,,,,
2021-02-09,,GA,GAA,Georgia,1840775,1179950,17337,11113,10617423,,,,,927176,227997,,8733,2147,,8.7,2.1,,,,,,,,,,,,
2021-02-10,,GA,GAA,Georgia,1914800,1223850,18035,11527,10617423,,,,,946505,251946,,8915,2373,,8.9,2.4,,,,,,,,,,,,
2021-02-11,,GA,GAA,Georgia,2017525,1273015,19002,11990,10617423,,,,,967179,279546,,9109,2633,,9,2.6,,,,,,,,,,,,
2021-02-12,,GA,GAA,Georgia,2017525,1273015,19002,11990,10617423,,,,,967179,279546,,9109,2633,,9,2.7,,,,,,,,,,,,
2021-02-13,,GA,GAA,Georgia,2020275,1328795,19028,12515,10617423,,,,,987693,313961,,9303,2957,,9.2,3,,,,,,,,,,,,
2021-02-14,,GA,GAA,Georgia,2020275,1437718,19028,13541,10617423,,,,,1027629,380394,,9679,3583,,9.5,3.6,,,,,,,,,,,,
2021-02-16,,GA,GAA,Georgia,2130100,1473440,20062,13878,10617423,,,,,1040075,402578,,9796,3792,,9.6,3.8,,,,,,,,,,,,
2021-02-17,,GA,GAA,Georgia,2131775,1473440,20078,13878,10617423,,,,,1040075,402578,,9796,3792,,9.6,3.8,,,,,,,,,,,,
2021-02-18,,GA,GAA,Georgia,2145525,1569216,20208,14780,10617423,,,,,1073929,462570,,10115,4357,,9.9,4.3,,,,,,,,,,,,
2021-02-19,,GA,GAA,Georgia,2286360,1720789,21534,16207,10617423,,,,,1158554,527556,,10912,4969,,10.7,4.9,,,,,,,,,,,,
2021-02-20,,GA,GAA,Georgia,2292085,1786755,21588,16829,10617423,,,,,1181826,568299,,11131,5353,,10.9,5.3,,,,,,,,,,,,
2021-02-21,,GA,GAA,Georgia,2292085,1850856,21588,17432,10617423,,,,,1202374,609520,,11325,5741,,11.1,5.7,,,,,,,,,,,,
2021-02-22,,GA,GAA,Georgia,2292085,1873683,21588,17647,10617423,,,,,1210708,623795,,11403,5875,,11.2,5.8,Report,1847365,1188521,620186,1188138,620068,14.6,7.6,8113542,28250,1873187,23087
2021-02-23,,GA,GAA,Georgia,2369305,1880429,22315,17711,10617423,,,,,1213224,627968,,11427,5915,,11.2,5.9,Report,1854070,1191004,624352,1190617,624230,14.7,7.7,8113542,29202,1879925,23170
2021-02-24,,GA,GAA,Georgia,2535925,1919262,23885,18077,10617423,,,,,1225659,653286,,11544,6153,,11.3,6.1,Report,1892854,1203510,649555,1203119,649431,14.8,8,8113542,31255,1918753,23649
2021-02-25,,GA,GAA,Georgia,2645625,1961849,24918,18478,10617423,,,,,1241431,678886,,11692,6394,,11.5,6.4,Report,1935156,1219200,674956,1218800,674829,15,8.3,8113542,32608,1961328,24174
2021-02-26,,GA,GAA,Georgia,2840015,2013769,26749,18967,10617423,,,,,1261421,710086,,11881,6688,,11.7,6.6,Report,1987090,1239379,705985,1238972,705853,15.3,8.7,8113542,35003,2013236,24813
2021-02-27,,GA,GAA,Georgia,2881145,2070076,27136,19497,10617423,,,,,1281193,745853,,12067,7025,,11.9,7,Report,2042302,1258671,741138,1258258,741001,15.5,9.1,8113542,35510,2069532,25507
2021-02-28,,GA,GAA,Georgia,2881145,2072451,27136,19519,10617423,,,,,1282033,747388,,12075,7039,,11.9,7,Report,2045213,1259837,742880,1259424,742743,15.5,9.2,8113542,35510,2071907,25536
2021-03-01,,GA,GAA,Georgia,2881145,2072628,27136,19521,10617423,,,,,1282199,747398,,12076,7039,,11.9,7,Report,2045972,1260430,743037,1260016,742900,15.5,9.2,8113542,35510,2072084,25539
2021-03-02,,GA,GAA,Georgia,3067745,2085047,28893,19638,10617423,,,,,1290937,750985,,12159,7073,,12,7,Report,2058192,1268982,746611,1268564,746472,15.6,9.2,8113542,37810,2084497,25692
2021-03-03,,GA,GAA,Georgia,3155155,2133517,29717,20094,10617423,,,,,1309558,780276,,12334,7349,,12.1,7.3,Report,2105968,1287231,775586,1286806,775441,15.9,9.6,8113542,38888,2132955,26289
2021-03-04,,GA,GAA,Georgia,3339265,2187289,31451,20601,10617423,,,,,1333071,810091,,12556,7630,,12.3,7.6,Report,2158965,1310024,805346,1309591,805197,16.1,9.9,8113542,41157,2186715,26951
2021-03-05,,GA,GAA,Georgia,3379335,2253011,31828,21220,10617423,,,,,1361276,847033,,12821,7978,,12.6,7.9,Report,2223684,1337534,841985,1337086,841833,16.5,10.4,8113542,41651,2252420,27761
